collection,trajectory,insight_id,classification,reason,text,evidence,source
original,6,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Saved responses make judge replacement relatively controlled for single-turn HUMANUAL because generation can remain fixed while only scoring changes. Multi-turn SimArena requires full regeneration after an assistant change. Preflights should separately cover single-turn reuse, multi-turn interaction, and any task-specific generator path because each exercises a distinct routing boundary.","L042, L043, L044",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-006.jsonl.oxygen-agents/summary/insight.md
original,6,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Submitting every judge-target pair as its own dependency job can exceed scheduler QOS limits even when runtime concurrency is low. Consolidating multiple pairings into one resumable lane per judge reduces queued-job pressure while preserving isolation at the output level; retaining the already running pairing and cancelling only unstarted duplicates avoids wasted work.,"L050, L051, L052",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-006.jsonl.oxygen-agents/summary/insight.md
original,6,I010,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Aggregation must encode evaluation provenance as a first-class filter. A numerically valid common-item comparison from a comparative experiment answered a different question from the requested vanilla evaluation. Restricting inputs to the intended protocol and intersecting example IDs per target produced a defensible ranking while making incomplete DeepSeek coverage explicit.,"L053, L054, L055, L056",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-006.jsonl.oxygen-agents/summary/insight.md
original,6,I011,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Cross-judge averages require both coverage alignment and calibration awareness. Common-item intersections prevent missing responses from changing the evaluated sample, while judge macro means reveal systematic scale differences that can influence an uncalibrated ensemble score even when every judge evaluates the same examples.","L055, L057",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-006.jsonl.oxygen-agents/summary/insight.md
original,6,I012,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Verifying the requested model at configuration and transport layers establishes routing intent but does not establish which backend model the provider served. Recording the provider-returned model identifier alongside each result would make auxiliary-role audits stronger and help detect aliases or backend substitutions.,"L047, L048",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-006.jsonl.oxygen-agents/summary/insight.md
original,7,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Remote-model evaluation can often avoid a large training stack, but replacing the harness transfers responsibility for compatibility and execution semantics to the new runner. Here, strict JSON-schema handling and Slurm submit-directory resolution became necessary even though the copied task logic itself was unchanged.","L002, L003, L005, L006",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,7,I002,conditional,"A soak test is a proposed additional cost, not a demonstrated substitute for quota estimation; invoke only when needed.","A one-item preflight validates model identity, authorization, and basic response compatibility, but it does not establish sustained endpoint capacity. Batch readiness for free or capacity-limited routes should include a small concurrent or multi-item soak test and explicit retry/error-budget criteria before committing hundreds of episodes.","L012, L017, L018",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,7,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Dependency chains are useful for controlling shared API load, but they also couple progress to the slowest model and current cluster availability. Keeping job outputs isolated and dependencies editable allowed Gemini to be released safely and jobs to move to temporary partitions without duplicate evaluation work.","L013, L019, L020, L021",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,7,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Model routing is part of an evaluation's experimental definition. A compatibility layer that silently replaces assistant and judge model names can turn a fixed-environment benchmark into model-specific self-play, changing both generated trajectories and score calibration while leaving the high-level task code apparently intact.","L010, L026, L027, L028",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,7,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Separating model roles into explicit target, assistant, document-generator, and judge settings makes reruns auditable and supports selective recomputation. HUMANUAL target answers could be reused because only judging changed, whereas SimArena conversations required regeneration because assistant responses influence later simulated-user turns.","L030, L031, L032, L033, L034",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,7,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Cross-model behavior analysis benefits from normalizing stored message wrappers before applying one shared tokenizer and from retaining episode-, task-, suite-, and model-level outputs. A plugin interface for episode metrics lets later analyses extend the same normalization and aggregation pipeline without duplicating parsing logic.","L023, L024, L025",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,7,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","HUMANUAL's six named dimensions are judge-generated interpretations of two free-text responses rather than independently labeled latent variables. Reported dimension scores therefore measure judge-mediated response alignment, and conclusions about latent-state recovery should remain narrower than conclusions about text similarity under that judge.","L038, L039, L040",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,7,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","An evaluation may contain prompts for capabilities that its active reward never measures. The current SimArena math path emphasizes user-style and profile similarity without math correctness, while the document path adds outcome quality; metric interpretation should follow the executed call graph and aggregation formula rather than the inventory of prompt templates.","L041, L042, L043",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,7,I009,conditional,Assistant matching is stated too absolutely: filter assistant text or control for context when matching is infeasible; match according to the estimand.,"Conversation-level human-versus-simulator judgments require assistant-model matching because both sides of the conversation are visible to the judge. Row-level assistant provenance makes matched reconstruction or filtering possible; without it, a Turing score can reflect environment differences rather than user-source distinguishability.","L029, L044, L046, L048, L049",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,7,I010,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","The presence of a paper prompt in copied source does not establish metric reproduction. A defensible claim requires evidence that the prompt is invoked, its output is aggregated with the paper's ordering and tie-breaking procedure, and the result enters the reported artifact; a modified diagnostic audit should retain a distinct name and scope.","L046, L047, L050",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-007.jsonl.oxygen-agents/summary/insight.md
original,9,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Role routing is part of an evaluation protocol, not merely infrastructure. A compatibility layer that globally overrides model names can silently turn a controlled simulator evaluation into self-play and self-judging; correcting judge labels alone is insufficient when the assistant already changed the generated interaction. Role-specific configuration, recorded runtime metadata, and end-to-end routing preflights should precede large runs.","L007, L008, L009, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-009.jsonl.oxygen-agents/summary/insight.md
original,9,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Anonymous comparative judging needs both margin-aware reporting and robust identifiers. Top-one win rates can make a consistently close second-place system appear much worse than its continuous scores or pairwise performance, while candidate labels embedded in realistic content can corrupt structured outputs. Pairwise credit, score margins, rank frequencies, short batch-local IDs, and explicit missingness provide a more stable account.","L014, L016, L017",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-009.jsonl.oxygen-agents/summary/insight.md
original,9,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A lower-assumption audit becomes scientifically useful only after its claim and support are fixed. Treating it as an independent diagnostic, freezing comparison histories and randomization, matching support, separating judge replications, and defining a smoke gate prevents later implementation choices from being mistaken for evidence that the audit is ground truth.","L019, L020, L023, L024",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-009.jsonl.oxygen-agents/summary/insight.md
original,9,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Small smoke tests can reveal failures that aggregate validation misses, including identifier transcription, presentation-order sensitivity, and proxy-audit disagreement. They should test the exact rendered prompts, recoding, batching, and recovery path before scale-up; however, their rankings should remain operational observations because one target per dataset cannot support stable model conclusions.","L025, L026, L027, L028",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-009.jsonl.oxygen-agents/summary/insight.md
original,9,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Evaluator validity must be compared with the reliability of the reference audit itself. Weak proxy agreement against a moderately reproducible HUMANUAL audit is more informative than disagreement against the weakly reproducible SimulatorArena audit. System-level agreement can coexist with weak target-level agreement, so dataset-level ranks should not be presented as evidence that the evaluator identifies the better simulator on individual tasks.","L031, L033, L034, L035, L036",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-009.jsonl.oxygen-agents/summary/insight.md
original,9,I006,conditional,Primarily a study-specific interpretation; turn into a decision rule separating within-system and same-example pair comparisons.,"Within-simulator correlation and simulator-pair gap correlation answer different questions. The original HUMANUAL score weakly tracked which examples looked better for a fixed simulator but almost completely failed to track which simulator was relatively better on the same example. The naive profile-alignment baseline improved relative comparisons mainly through user specificity, suggesting that additional rubric structure can add noise or bias without improving the intended discrimination.","L034, L035, L037, L040",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-009.jsonl.oxygen-agents/summary/insight.md
original,9,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A weighted scalar can conceal qualitatively different component states. Here, the frequent score of 0.5 usually combined perfect specificity agreement with maximal source distinguishability, producing many ties and low ranking resolution. Combined audit scores should therefore be accompanied by component distributions, tie rates, and conditional analyses on non-tied support.","L038, L039",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-009.jsonl.oxygen-agents/summary/insight.md
original,9,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Absolute distance from an indistinguishable midpoint discards the direction of source judgments, treating correct human identification and simulator fooling equally. Likewise, an absolute specificity gap hides whether simulation is under-personalized or over-personalized. Reporting directional human-selection rates and signed specificity differences preserves behavior that is central to diagnosing how a simulator differs from real users.","L041, L042",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-009.jsonl.oxygen-agents/summary/insight.md
original,9,I009,conditional,Dataset-specific interpretation needs the original provenance evidence; do not infer causality from opposing specificity directions.,"Dataset provenance constrains what personalization results mean. SOUL's SimulatorArena rows derive profiles and references from example-level conversations, while HUMANUAL uses held-out responses conditioned on persona and context. The opposite raw specificity directions across these suites are therefore consistent with different evaluation constructs, and aggregate claims should distinguish example-conditioned profile reproduction from held-out user-response prediction.","L012, L021, L042",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-009.jsonl.oxygen-agents/summary/insight.md
original,10,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Live, one-item end-to-end preflights are especially valuable for LLM evaluation pipelines because they test provider access, structured-output constraints, and dataset adapters together. In this segment they prevented large guaranteed-failing submissions and caught a silent empty-ground-truth bug that ordinary schema inspection and unit tests had missed.","L004, L010, L032",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-010.jsonl.oxygen-agents/summary/insight.md
original,10,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Evaluation roles are causal parts of the benchmark. Collapsing simulator, interaction partner, generator, and judge onto the target model changes both the generated evidence and its scoring. Saved responses can support a controlled judge replacement for single-turn HUMANUAL, while SimulatorArena requires trajectory regeneration after an assistant change because later turns depend on earlier assistant behavior.","L019, L020, L021, L023, L024",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-010.jsonl.oxygen-agents/summary/insight.md
original,10,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Dataset row count alone does not identify the evaluation protocol. The same source project contained a full human-conversation corpus, a smaller assistant-benchmark subset, and a separate SOUL validation sample. Reliable reporting therefore needs row-level provenance and a precise statement of whether the evaluated object is an assistant, a simulated user, or a repackaged conversation sample.","L022, L027, L028",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-010.jsonl.oxygen-agents/summary/insight.md
original,10,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Resumable outputs, isolated model directories, explicit credential selection, one active job per logical lane, and dependency-aware consolidation make long API evaluations recoverable across scheduler failures, access restrictions, quotas, maintenance, and QOS limits. These controls preserved usable partial results and prevented duplicate work when the execution plan changed repeatedly.","L005, L012, L013, L014, L015, L030",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-010.jsonl.oxygen-agents/summary/insight.md
original,10,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Mean score and multi-candidate win rate measure different properties. A model can remain close to the winner on most examples and still have a low top-one rate when its strongest cases coincide with another model's strongest cases. Pairwise credit, loss margins, rank frequencies, and fixed-anchor comparisons preserve competitiveness and are less dependent on the current candidate pool.","L034, L035, L036, L038",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-010.jsonl.oxygen-agents/summary/insight.md
original,10,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Stable aggregate rankings can coexist with low item-level judge agreement, task-specific reversals, and presentation-position effects. Evaluation reports should retain judge-by-task results and position-balance diagnostics even when the overall order is unanimous, because the aggregate can hide materially different judgments about individual behaviors.","L035, L038, L041, L042, L043",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-010.jsonl.oxygen-agents/summary/insight.md
original,10,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Absolute-value audit distances remove direction and can merge qualitatively opposite outcomes. Source distinguishability should be accompanied by whether the judge selected the simulator as human, and specificity distance should be accompanied by a signed over- or under-specificity measure. This separates uncertainty, successful imitation, confident misclassification, and profile caricature.","L047, L053, L054, L055",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-010.jsonl.oxygen-agents/summary/insight.md
original,10,I008,conditional,Useful measurement interpretation but needs a concrete trigger and requested audit dimensions before becoming an action.,"A proxy score can correlate with one audit dimension while remaining unrelated to another. The HUMANUAL naive baseline tracked target-user specificity more than source indistinguishability, whereas SimulatorArena style scores weakly tracked both. Direct audits therefore help name the behavior a benchmark score captures and prevent a broad label such as human likeness from hiding narrower measurement validity.","L048, L049, L050, L051",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-010.jsonl.oxygen-agents/summary/insight.md
original,10,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Keeping immutable raw results separate from reusable analysis code made repeated methodological corrections inexpensive: suite aggregation, model inclusion, evaluator inclusion, reward reinterpretation, and slide exports could all change without overwriting trajectories. This separation is useful when an evaluation protocol is still being refined and earlier outputs must remain auditable.","L016, L017, L044, L045, L046",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-010.jsonl.oxygen-agents/summary/insight.md
original,11,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Resolve the role of each supplied artifact before editing. Here, distinguishing an assignment brief from the actual editable deck changed the implementation target and enabled a concrete preservation policy that the user could approve before generation.","L002, L006, L022",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-011.jsonl.oxygen-agents/summary/insight.md
original,11,I002,conditional,Research conclusion more than a procedure; retrieve for evaluator-validity work.,"Small, judge-sensitive leaderboard differences do not establish behavioral validity. The direct audit exposed a substantially larger and more stable source-separation problem, while proxy-to-audit agreement was weak, showing that model ranking and validation of human-like behavior require separate evidence.","L008, L009, L010, L011",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-011.jsonl.oxygen-agents/summary/insight.md
original,11,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Unequal coverage can silently change the comparison being presented. Selecting common support, displaying missingness and uncertainty, and auditing denominator language down to the slide citation are necessary to keep cross-model claims interpretable.","L007, L012, L018, L033",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-011.jsonl.oxygen-agents/summary/insight.md
original,11,I004,conditional,Promising simulator-design direction; cited examples do not demonstrate an intervention that improves realism.,"Target-profile specificity and source indistinguishability measure different failure modes. Both examples preserved the requested profile signal while smoothing away hesitation, revision, and error recovery, so realistic user simulation needs behavioral-process checks in addition to semantic or stylistic matching.","L019, L020",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-011.jsonl.oxygen-agents/summary/insight.md
original,11,I005,conditional,Conditional on preparing illustrative examples; example selection must not become cherry-picking.,An anonymized example can make an aggregate metric legible when it is selected for the same measured mechanism and presented beside aggregate evidence. Paraphrasing and disclosing that profiles came from the reference interactions preserved the explanatory value while reducing privacy risk and limiting the claim to example-conditioned reproduction.,"L019, L020, L021",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-011.jsonl.oxygen-agents/summary/insight.md
original,11,I006,conditional,Study-specific presentation recommendation; no evidence here that the proposed evaluator stack is better.,Negative evaluation results can support a stronger technical recommendation when the deck defines metric scope precisely and converts the failure into a decision rule. The resulting narrative recommended a multi-stage evaluator stack instead of forcing a winner from proxy scores that did not validate individual trajectories.,"L016, L017, L026",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-011.jsonl.oxygen-agents/summary/insight.md
original,11,I007,conditional,Specialized fallback; inspect available presentation tools before adopting it.,"A shared scene specification is a practical fallback when direct presentation editing is unavailable because it keeps editable slides and exported PDF output aligned. The trajectory also shows that this approach still requires format-specific dependency fixes and independent archive, text, numeric, and rendering checks.","L023, L025, L027, L029",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-011.jsonl.oxygen-agents/summary/insight.md
original,11,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Programmatic generation and structural validity do not guarantee presentation quality. Rendering every slide and inspecting both a contact sheet and selected full-size pages exposed collisions and clipping, while a separate content audit found a denominator error that visual inspection alone would not catch.","L030, L031, L032, L033",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-011.jsonl.oxygen-agents/summary/insight.md
original,12,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A lightweight compatibility runner can remove unnecessary training infrastructure from an API-only benchmark, but scheduler execution changes path semantics. A smoke test from the submission directory does not cover spool execution, so batch launchers should resolve resources from an explicit submission or project root and verify that behavior before a full run.","L002, L004, L007",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,12,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","One-item authorization and end-to-end preflights prevent deterministic model-access failures from consuming full evaluation budgets, but they do not establish that a free route has enough daily quota for a complete benchmark. Capacity checks or resumable quota-aware scheduling are needed separately from compatibility checks.","L009, L012, L013",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,12,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Model routing is part of the experimental protocol. A broad compatibility override silently turned fixed-role evaluation into self-play and self-judging, which changed both generated trajectories and scores. Auxiliary roles should have explicit, independently tested configuration, and multi-turn data must be regenerated when the interaction partner changes.","L018, L019, L020, L022, L023",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,12,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Conversation-level provenance can matter more than nominal task labels. The human SimulatorArena records were drawn from a larger interaction corpus and were conditioned on multiple assistants, so evaluation design should distinguish unique prompts, conversation instances, benchmark subsets, and the assistant associated with each human reference.","L021, L026",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,12,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Judge-only evaluation over persisted target responses provides a low-cost way to expand a target-by-judge matrix without regenerating model behavior. Consolidated judge lanes also reduce scheduler job-count pressure, provided each output retains the target, judge, source-response, and task identity needed for auditing.","L027, L028, L029",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,12,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Structured grading can appear to reveal evaluator behavior when the actual cause is an empty or misread reference field. A single realistic preflight that requires nonempty nested data and differentiated outputs can expose adapter failures before a large comparison, and the discovered schema shape should become a regression test.","L031, L032",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
original,12,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Average score, pairwise success, and three-way top-one rate measure different properties. A model can remain close to the winner on many examples and achieve a similar mean while winning less often because close losses receive zero top-one credit and its strongest examples overlap a competitor's strongest examples. Reporting margins and pairwise credit alongside win rate preserves this distinction.","L033, L034, L035, L036, L037",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/stripped-trajectories-2026-09-07/trajectories/trajectory-012.jsonl.oxygen-agents/summary/insight.md
